Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,date,home_team,away_team,home_goals,away_goals,result
12/11/23,Udinese,Atalanta,1,1,D,2023-11-12,Udinese,Atalanta,1,1,X
12/11/23,Lazio,Roma,0,0,D,2023-11-12,Lazio,Roma,0,0,X
12/11/23,Inter,Frosinone,2,0,H,2023-11-12,Inter,Frosinone,2,0,1
25/11/23,Salernitana,Lazio,2,1,H,2023-11-25,Salernitana,Lazio,2,1,1
25/11/23,Atalanta,Napoli,1,2,A,2023-11-25,Atalanta,Napoli,1,2,2
25/11/23,Milan,Fiorentina,1,0,H,2023-11-25,Milan,Fiorentina,1,0,1
26/11/23,Cagliari,Monza,1,1,D,2023-11-26,Cagliari,Monza,1,1,X
26/11/23,Empoli,Sassuolo,3,4,A,2023-11-26,Empoli,Sassuolo,3,4,2
26/11/23,Frosinone,Genoa,2,1,H,2023-11-26,Frosinone,Genoa,2,1,1
26/11/23,Roma,Udinese,3,1,H,2023-11-26,Roma,Udinese,3,1,1
26/11/23,Juventus,Inter,1,1,D,2023-11-26,Juventus,Inter,1,1,X
27/11/23,Verona,Lecce,2,2,D,2023-11-27,Verona,Lecce,2,2,X
27/11/23,Bologna,Torino,2,0,H,2023-11-27,Bologna,Torino,2,0,1
01/12/23,Monza,Juventus,1,2,A,2023-12-01,Monza,Juventus,1,2,2
02/12/23,Genoa,Empoli,1,1,D,2023-12-02,Genoa,Empoli,1,1,X
02/12/23,Lazio,Cagliari,1,0,H,2023-12-02,Lazio,Cagliari,1,0,1
02/12/23,Milan,Frosinone,3,1,H,2023-12-02,Milan,Frosinone,3,1,1
03/12/23,Lecce,Bologna,1,1,D,2023-12-03,Lecce,Bologna,1,1,X
03/12/23,Fiorentina,Salernitana,3,0,H,2023-12-03,Fiorentina,Salernitana,3,0,1
03/12/23,Udinese,Verona,3,3,D,2023-12-03,Udinese,Verona,3,3,X
03/12/23,Sassuolo,Roma,1,2,A,2023-12-03,Sassuolo,Roma,1,2,2
03/12/23,Napoli,Inter,0,3,A,2023-12-03,Napoli,Inter,0,3,2
04/12/23,Torino,Atalanta,3,0,H,2023-12-04,Torino,Atalanta,3,0,1
08/12/23,Juventus,Napoli,1,0,H,2023-12-08,Juventus,Napoli,1,0,1
09/12/23,Verona,Lazio,1,1,D,2023-12-09,Verona,Lazio,1,1,X
09/12/23,Atalanta,Milan,3,2,H,2023-12-09,Atalanta,Milan,3,2,1
09/12/23,Inter,Udinese,4,0,H,2023-12-09,Inter,Udinese,4,0,1
10/12/23,Frosinone,Torino,0,0,D,2023-12-10,Frosinone,Torino,0,0,X
10/12/23,Monza,Genoa,1,0,H,2023-12-10,Monza,Genoa,1,0,1
10/12/23,Salernitana,Bologna,1,2,A,2023-12-10,Salernitana,Bologna,1,2,2
10/12/23,Roma,Fiorentina,1,1,D,2023-12-10,Roma,Fiorentina,1,1,X
11/12/23,Empoli,Lecce,1,1,D,2023-12-11,Empoli,Lecce,1,1,X
11/12/23,Cagliari,Sassuolo,2,1,H,2023-12-11,Cagliari,Sassuolo,2,1,1
15/12/23,Genoa,Juventus,1,1,D,2023-12-15,Genoa,Juventus,1,1,X
16/12/23,Lecce,Frosinone,2,1,H,2023-12-16,Lecce,Frosinone,2,1,1
16/12/23,Napoli,Cagliari,2,1,H,2023-12-16,Napoli,Cagliari,2,1,1
16/12/23,Torino,Empoli,1,0,H,2023-12-16,Torino,Empoli,1,0,1
17/12/23,Milan,Monza,3,0,H,2023-12-17,Milan,Monza,3,0,1
17/12/23,Fiorentina,Verona,1,0,H,2023-12-17,Fiorentina,Verona,1,0,1
17/12/23,Udinese,Sassuolo,2,2,D,2023-12-17,Udinese,Sassuolo,2,2,X
17/12/23,Bologna,Roma,2,0,H,2023-12-17,Bologna,Roma,2,0,1
17/12/23,Lazio,Inter,0,2,A,2023-12-17,Lazio,Inter,0,2,2
18/12/23,Atalanta,Salernitana,4,1,H,2023-12-18,Atalanta,Salernitana,4,1,1
22/12/23,Empoli,Lazio,0,2,A,2023-12-22,Empoli,Lazio,0,2,2
22/12/23,Sassuolo,Genoa,1,2,A,2023-12-22,Sassuolo,Genoa,1,2,2
22/12/23,Monza,Fiorentina,0,1,A,2023-12-22,Monza,Fiorentina,0,1,2
22/12/23,Salernitana,Milan,2,2,D,2023-12-22,Salernitana,Milan,2,2,X
23/12/23,Frosinone,Juventus,1,2,A,2023-12-23,Frosinone,Juventus,1,2,2
23/12/23,Bologna,Atalanta,1,0,H,2023-12-23,Bologna,Atalanta,1,0,1
23/12/23,Torino,Udinese,1,1,D,2023-12-23,Torino,Udinese,1,1,X
23/12/23,Inter,Lecce,2,0,H,2023-12-23,Inter,Lecce,2,0,1
23/12/23,Verona,Cagliari,2,0,H,2023-12-23,Verona,Cagliari,2,0,1
23/12/23,Roma,Napoli,2,0,H,2023-12-23,Roma,Napoli,2,0,1
29/12/23,Fiorentina,Torino,1,0,H,2023-12-29,Fiorentina,Torino,1,0,1
29/12/23,Napoli,Monza,0,0,D,2023-12-29,Napoli,Monza,0,0,X
29/12/23,Genoa,Inter,1,1,D,2023-12-29,Genoa,Inter,1,1,X
29/12/23,Lazio,Frosinone,3,1,H,2023-12-29,Lazio,Frosinone,3,1,1
30/12/23,Atalanta,Lecce,1,0,H,2023-12-30,Atalanta,Lecce,1,0,1
30/12/23,Cagliari,Empoli,0,0,D,2023-12-30,Cagliari,Empoli,0,0,X
30/12/23,Udinese,Bologna,3,0,H,2023-12-30,Udinese,Bologna,3,0,1
30/12/23,Milan,Sassuolo,1,0,H,2023-12-30,Milan,Sassuolo,1,0,1
30/12/23,Verona,Salernitana,0,1,A,2023-12-30,Verona,Salernitana,0,1,2
30/12/23,Juventus,Roma,1,0,H,2023-12-30,Juventus,Roma,1,0,1
05/01/24,Bologna,Genoa,1,1,D,2024-01-05,Bologna,Genoa,1,1,X
06/01/24,Inter,Verona,2,1,H,2024-01-06,Inter,Verona,2,1,1
06/01/24,Frosinone,Monza,2,3,A,2024-01-06,Frosinone,Monza,2,3,2
06/01/24,Lecce,Cagliari,1,1,D,2024-01-06,Lecce,Cagliari,1,1,X
06/01/24,Sassuolo,Fiorentina,1,0,H,2024-01-06,Sassuolo,Fiorentina,1,0,1
07/01/24,Empoli,Milan,0,3,A,2024-01-07,Empoli,Milan,0,3,2
07/01/24,Torino,Napoli,3,0,H,2024-01-07,Torino,Napoli,3,0,1
07/01/24,Udinese,Lazio,1,2,A,2024-01-07,Udinese,Lazio,1,2,2
07/01/24,Salernitana,Juventus,1,2,A,2024-01-07,Salernitana,Juventus,1,2,2
07/01/24,Roma,Atalanta,1,1,D,2024-01-07,Roma,Atalanta,1,1,X
13/01/24,Genoa,Torino,0,0,D,2024-01-13,Genoa,Torino,0,0,X
13/01/24,Napoli,Salernitana,2,1,H,2024-01-13,Napoli,Salernitana,2,1,1
13/01/24,Verona,Empoli,2,1,H,2024-01-13,Verona,Empoli,2,1,1
13/01/24,Monza,Inter,1,5,A,2024-01-13,Monza,Inter,1,5,2
14/01/24,Lazio,Lecce,1,0,H,2024-01-14,Lazio,Lecce,1,0,1
14/01/24,Cagliari,Bologna,2,1,H,2024-01-14,Cagliari,Bologna,2,1,1
14/01/24,Fiorentina,Udinese,2,2,D,2024-01-14,Fiorentina,Udinese,2,2,X
14/01/24,Milan,Roma,3,1,H,2024-01-14,Milan,Roma,3,1,1
15/01/24,Atalanta,Frosinone,5,0,H,2024-01-15,Atalanta,Frosinone,5,0,1
16/01/24,Juventus,Sassuolo,3,0,H,2024-01-16,Juventus,Sassuolo,3,0,1
20/01/24,Roma,Verona,2,1,H,2024-01-20,Roma,Verona,2,1,1
20/01/24,Udinese,Milan,2,3,A,2024-01-20,Udinese,Milan,2,3,2
21/01/24,Frosinone,Cagliari,3,1,H,2024-01-21,Frosinone,Cagliari,3,1,1
21/01/24,Empoli,Monza,3,0,H,2024-01-21,Empoli,Monza,3,0,1
21/01/24,Salernitana,Genoa,1,2,A,2024-01-21,Salernitana,Genoa,1,2,2
21/01/24,Lecce,Juventus,0,3,A,2024-01-21,Lecce,Juventus,0,3,2
26/01/24,Cagliari,Torino,1,2,A,2024-01-26,Cagliari,Torino,1,2,2
27/01/24,Atalanta,Udinese,2,0,H,2024-01-27,Atalanta,Udinese,2,0,1
27/01/24,Juventus,Empoli,1,1,D,2024-01-27,Juventus,Empoli,1,1,X
27/01/24,Milan,Bologna,2,2,D,2024-01-27,Milan,Bologna,2,2,X
28/01/24,Genoa,Lecce,2,1,H,2024-01-28,Genoa,Lecce,2,1,1
28/01/24,Monza,Sassuolo,1,0,H,2024-01-28,Monza,Sassuolo,1,0,1
28/01/24,Verona,Frosinone,1,1,D,2024-01-28,Verona,Frosinone,1,1,X
28/01/24,Lazio,Napoli,0,0,D,2024-01-28,Lazio,Napoli,0,0,X
28/01/24,Fiorentina,Inter,0,1,A,2024-01-28,Fiorentina,Inter,0,1,2
29/01/24,Salernitana,Roma,1,2,A,2024-01-29,Salernitana,Roma,1,2,2
02/02/24,Lecce,Fiorentina,3,2,H,2024-02-02,Lecce,Fiorentina,3,2,1
03/02/24,Empoli,Genoa,0,0,D,2024-02-03,Empoli,Genoa,0,0,X
03/02/24,Udinese,Monza,0,0,D,2024-02-03,Udinese,Monza,0,0,X
03/02/24,Frosinone,Milan,2,3,A,2024-02-03,Frosinone,Milan,2,3,2
03/02/24,Bologna,Sassuolo,4,2,H,2024-02-03,Bologna,Sassuolo,4,2,1
04/02/24,Torino,Salernitana,0,0,D,2024-02-04,Torino,Salernitana,0,0,X
04/02/24,Napoli,Verona,2,1,H,2024-02-04,Napoli,Verona,2,1,1
04/02/24,Atalanta,Lazio,3,1,H,2024-02-04,Atalanta,Lazio,3,1,1
04/02/24,Inter,Juventus,1,0,H,2024-02-04,Inter,Juventus,1,0,1
05/02/24,Roma,Cagliari,4,0,H,2024-02-05,Roma,Cagliari,4,0,1
09/02/24,Salernitana,Empoli,1,3,A,2024-02-09,Salernitana,Empoli,1,3,2
10/02/24,Cagliari,Lazio,1,3,A,2024-02-10,Cagliari,Lazio,1,3,2
10/02/24,Roma,Inter,2,4,A,2024-02-10,Roma,Inter,2,4,2
10/02/24,Sassuolo,Torino,1,1,D,2024-02-10,Sassuolo,Torino,1,1,X
11/02/24,Fiorentina,Frosinone,5,1,H,2024-02-11,Fiorentina,Frosinone,5,1,1
11/02/24,Bologna,Lecce,4,0,H,2024-02-11,Bologna,Lecce,4,0,1
11/02/24,Monza,Verona,0,0,D,2024-02-11,Monza,Verona,0,0,X
11/02/24,Genoa,Atalanta,1,4,A,2024-02-11,Genoa,Atalanta,1,4,2
11/02/24,Milan,Napoli,1,0,H,2024-02-11,Milan,Napoli,1,0,1
12/02/24,Juventus,Udinese,0,1,A,2024-02-12,Juventus,Udinese,0,1,2
14/02/24,Bologna,Fiorentina,2,0,H,2024-02-14,Bologna,Fiorentina,2,0,1
16/02/24,Torino,Lecce,2,0,H,2024-02-16,Torino,Lecce,2,0,1
16/02/24,Inter,Salernitana,4,0,H,2024-02-16,Inter,Salernitana,4,0,1
17/02/24,Napoli,Genoa,1,1,D,2024-02-17,Napoli,Genoa,1,1,X
17/02/24,Verona,Juventus,2,2,D,2024-02-17,Verona,Juventus,2,2,X
17/02/24,Atalanta,Sassuolo,3,0,H,2024-02-17,Atalanta,Sassuolo,3,0,1
18/02/24,Lazio,Bologna,1,2,A,2024-02-18,Lazio,Bologna,1,2,2
18/02/24,Empoli,Fiorentina,1,1,D,2024-02-18,Empoli,Fiorentina,1,1,X
18/02/24,Udinese,Cagliari,1,1,D,2024-02-18,Udinese,Cagliari,1,1,X
18/02/24,Frosinone,Roma,0,3,A,2024-02-18,Frosinone,Roma,0,3,2
18/02/24,Monza,Milan,4,2,H,2024-02-18,Monza,Milan,4,2,1
22/02/24,Torino,Lazio,0,2,A,2024-02-22,Torino,Lazio,0,2,2
23/02/24,Bologna,Verona,2,0,H,2024-02-23,Bologna,Verona,2,0,1
24/02/24,Sassuolo,Empoli,2,3,A,2024-02-24,Sassuolo,Empoli,2,3,2
24/02/24,Salernitana,Monza,0,2,A,2024-02-24,Salernitana,Monza,0,2,2
24/02/24,Genoa,Udinese,2,0,H,2024-02-24,Genoa,Udinese,2,0,1
25/02/24,Juventus,Frosinone,3,2,H,2024-02-25,Juventus,Frosinone,3,2,1
25/02/24,Cagliari,Napoli,1,1,D,2024-02-25,Cagliari,Napoli,1,1,X
25/02/24,Lecce,Inter,0,4,A,2024-02-25,Lecce,Inter,0,4,2
25/02/24,Milan,Atalanta,1,1,D,2024-02-25,Milan,Atalanta,1,1,X
26/02/24,Roma,Torino,3,2,H,2024-02-26,Roma,Torino,3,2,1
26/02/24,Fiorentina,Lazio,2,1,H,2024-02-26,Fiorentina,Lazio,2,1,1
28/02/24,Sassuolo,Napoli,1,6,A,2024-02-28,Sassuolo,Napoli,1,6,2
28/02/24,Inter,Atalanta,4,0,H,2024-02-28,Inter,Atalanta,4,0,1
01/03/24,Lazio,Milan,0,1,A,2024-03-01,Lazio,Milan,0,1,2
02/03/24,Udinese,Salernitana,1,1,D,2024-03-02,Udinese,Salernitana,1,1,X
02/03/24,Monza,Roma,1,4,A,2024-03-02,Monza,Roma,1,4,2
02/03/24,Torino,Fiorentina,0,0,D,2024-03-02,Torino,Fiorentina,0,0,X
03/03/24,Verona,Sassuolo,1,0,H,2024-03-03,Verona,Sassuolo,1,0,1
03/03/24,Empoli,Cagliari,0,1,A,2024-03-03,Empoli,Cagliari,0,1,2
03/03/24,Frosinone,Lecce,1,1,D,2024-03-03,Frosinone,Lecce,1,1,X
03/03/24,Atalanta,Bologna,1,2,A,2024-03-03,Atalanta,Bologna,1,2,2
03/03/24,Napoli,Juventus,2,1,H,2024-03-03,Napoli,Juventus,2,1,1
04/03/24,Inter,Genoa,2,1,H,2024-03-04,Inter,Genoa,2,1,1
08/03/24,Napoli,Torino,1,1,D,2024-03-08,Napoli,Torino,1,1,X
09/03/24,Cagliari,Salernitana,4,2,H,2024-03-09,Cagliari,Salernitana,4,2,1
09/03/24,Sassuolo,Frosinone,1,0,H,2024-03-09,Sassuolo,Frosinone,1,0,1
09/03/24,Bologna,Inter,0,1,A,2024-03-09,Bologna,Inter,0,1,2
09/03/24,Genoa,Monza,2,3,A,2024-03-09,Genoa,Monza,2,3,2
10/03/24,Lecce,Verona,0,1,A,2024-03-10,Lecce,Verona,0,1,2
10/03/24,Milan,Empoli,1,0,H,2024-03-10,Milan,Empoli,1,0,1
10/03/24,Juventus,Atalanta,2,2,D,2024-03-10,Juventus,Atalanta,2,2,X
10/03/24,Fiorentina,Roma,2,2,D,2024-03-10,Fiorentina,Roma,2,2,X
11/03/24,Lazio,Udinese,1,2,A,2024-03-11,Lazio,Udinese,1,2,2
15/03/24,Empoli,Bologna,0,1,A,2024-03-15,Empoli,Bologna,0,1,2
16/03/24,Monza,Cagliari,1,0,H,2024-03-16,Monza,Cagliari,1,0,1
16/03/24,Udinese,Torino,0,2,A,2024-03-16,Udinese,Torino,0,2,2
16/03/24,Salernitana,Lecce,0,1,A,2024-03-16,Salernitana,Lecce,0,1,2
16/03/24,Frosinone,Lazio,2,3,A,2024-03-16,Frosinone,Lazio,2,3,2
17/03/24,Juventus,Genoa,0,0,D,2024-03-17,Juventus,Genoa,0,0,X
17/03/24,Verona,Milan,1,3,A,2024-03-17,Verona,Milan,1,3,2
17/03/24,Roma,Sassuolo,1,0,H,2024-03-17,Roma,Sassuolo,1,0,1
17/03/24,Inter,Napoli,1,1,D,2024-03-17,Inter,Napoli,1,1,X
30/03/24,Napoli,Atalanta,0,3,A,2024-03-30,Napoli,Atalanta,0,3,2
30/03/24,Genoa,Frosinone,1,1,D,2024-03-30,Genoa,Frosinone,1,1,X
30/03/24,Torino,Monza,1,0,H,2024-03-30,Torino,Monza,1,0,1
30/03/24,Lazio,Juventus,1,0,H,2024-03-30,Lazio,Juventus,1,0,1
30/03/24,Fiorentina,Milan,1,2,A,2024-03-30,Fiorentina,Milan,1,2,2
01/04/24,Bologna,Salernitana,3,0,H,2024-04-01,Bologna,Salernitana,3,0,1
01/04/24,Cagliari,Verona,1,1,D,2024-04-01,Cagliari,Verona,1,1,X
01/04/24,Sassuolo,Udinese,1,1,D,2024-04-01,Sassuolo,Udinese,1,1,X
01/04/24,Lecce,Roma,0,0,D,2024-04-01,Lecce,Roma,0,0,X
01/04/24,Inter,Empoli,2,0,H,2024-04-01,Inter,Empoli,2,0,1
05/04/24,Salernitana,Sassuolo,2,2,D,2024-04-05,Salernitana,Sassuolo,2,2,X
06/04/24,Milan,Lecce,3,0,H,2024-04-06,Milan,Lecce,3,0,1
06/04/24,Roma,Lazio,1,0,H,2024-04-06,Roma,Lazio,1,0,1
06/04/24,Empoli,Torino,3,2,H,2024-04-06,Empoli,Torino,3,2,1
07/04/24,Frosinone,Bologna,0,0,D,2024-04-07,Frosinone,Bologna,0,0,X
07/04/24,Monza,Napoli,2,4,A,2024-04-07,Monza,Napoli,2,4,2
07/04/24,Cagliari,Atalanta,2,1,H,2024-04-07,Cagliari,Atalanta,2,1,1
