date,season,home_team,away_team,home_goals,away_goals,result
"2010-08-28","2010/2011","Roma","Cesena","0","0","X"
"2010-08-28","2010/2011","Udinese","Genoa","0","1","2"
"2010-08-29","2010/2011","Bari","Juventus","1","0","1"
"2010-08-29","2010/2011","Chievo","Catania","2","1","1"
"2010-08-29","2010/2011","Fiorentina","Napoli","1","1","X"
"2010-08-29","2010/2011","Milan","Lecce","4","0","1"
"2010-08-29","2010/2011","Palermo","Cagliari","0","0","X"
"2010-08-29","2010/2011","Parma","Brescia","2","0","1"
"2010-08-29","2010/2011","Sampdoria","Lazio","2","0","1"
"2010-08-30","2010/2011","Bologna","Inter","0","0","X"
"2010-09-11","2010/2011","Cagliari","Roma","5","1","1"
"2010-09-11","2010/2011","Cesena","Milan","2","0","1"
"2010-09-11","2010/2011","Inter","Udinese","2","1","1"
"2010-09-12","2010/2011","Brescia","Palermo","3","2","1"
"2010-09-12","2010/2011","Catania","Parma","2","1","1"
"2010-09-12","2010/2011","Genoa","Chievo","1","3","2"
"2010-09-12","2010/2011","Juventus","Sampdoria","3","3","X"
"2010-09-12","2010/2011","Lazio","Bologna","3","1","1"
"2010-09-12","2010/2011","Lecce","Fiorentina","1","0","1"
"2010-09-12","2010/2011","Napoli","Bari","2","2","X"
"2010-09-18","2010/2011","Fiorentina","Lazio","1","2","2"
"2010-09-18","2010/2011","Milan","Catania","1","1","X"
"2010-09-19","2010/2011","Bari","Cagliari","0","0","X"
"2010-09-19","2010/2011","Cesena","Lecce","1","0","1"
"2010-09-19","2010/2011","Chievo","Brescia","0","1","2"
"2010-09-19","2010/2011","Palermo","Inter","1","2","2"
"2010-09-19","2010/2011","Parma","Genoa","1","1","X"
"2010-09-19","2010/2011","Roma","Bologna","2","2","X"
"2010-09-19","2010/2011","Sampdoria","Napoli","1","2","2"
"2010-09-19","2010/2011","Udinese","Juventus","0","4","2"
"2010-09-22","2010/2011","Bologna","Udinese","2","1","1"
"2010-09-22","2010/2011","Brescia","Roma","2","1","1"
"2010-09-22","2010/2011","Cagliari","Sampdoria","0","0","X"
"2010-09-22","2010/2011","Catania","Cesena","2","0","1"
"2010-09-22","2010/2011","Genoa","Fiorentina","1","1","X"
"2010-09-22","2010/2011","Inter","Bari","4","0","1"
"2010-09-22","2010/2011","Lazio","Milan","1","1","X"
"2010-09-22","2010/2011","Lecce","Parma","1","1","X"
"2010-09-22","2010/2011","Napoli","Chievo","1","3","2"
"2010-09-23","2010/2011","Juventus","Palermo","1","3","2"
"2010-09-25","2010/2011","Milan","Genoa","1","0","1"
"2010-09-25","2010/2011","Roma","Inter","1","0","1"
"2010-09-26","2010/2011","Bari","Brescia","2","1","1"
"2010-09-26","2010/2011","Catania","Bologna","1","1","X"
"2010-09-26","2010/2011","Cesena","Napoli","1","4","2"
"2010-09-26","2010/2011","Chievo","Lazio","0","1","2"
"2010-09-26","2010/2011","Fiorentina","Parma","2","0","1"
"2010-09-26","2010/2011","Juventus","Cagliari","4","2","1"
"2010-09-26","2010/2011","Palermo","Lecce","2","2","X"
"2010-09-26","2010/2011","Sampdoria","Udinese","0","0","X"
"2010-10-02","2010/2011","Parma","Milan","0","1","2"
"2010-10-02","2010/2011","Udinese","Cesena","1","0","1"
"2010-10-03","2010/2011","Bologna","Sampdoria","1","1","X"
"2010-10-03","2010/2011","Chievo","Cagliari","0","0","X"
"2010-10-03","2010/2011","Fiorentina","Palermo","1","2","2"
"2010-10-03","2010/2011","Genoa","Bari","2","1","1"
"2010-10-03","2010/2011","Inter","Juventus","0","0","X"
"2010-10-03","2010/2011","Lazio","Brescia","1","0","1"
"2010-10-03","2010/2011","Lecce","Catania","1","0","1"
"2010-10-03","2010/2011","Napoli","Roma","2","0","1"
"2010-10-16","2010/2011","Milan","Chievo","3","1","1"
"2010-10-16","2010/2011","Roma","Genoa","2","1","1"
"2010-10-17","2010/2011","Bari","Lazio","0","2","2"
"2010-10-17","2010/2011","Brescia","Udinese","0","1","2"
"2010-10-17","2010/2011","Cagliari","Inter","0","1","2"
"2010-10-17","2010/2011","Catania","Napoli","1","1","X"
"2010-10-17","2010/2011","Cesena","Parma","1","1","X"
"2010-10-17","2010/2011","Juventus","Lecce","4","0","1"
"2010-10-17","2010/2011","Palermo","Bologna","4","1","1"
"2010-10-17","2010/2011","Sampdoria","Fiorentina","2","1","1"
"2010-10-23","2010/2011","Fiorentina","Bari","2","1","1"
"2010-10-24","2010/2011","Bologna","Juventus","0","0","X"
"2010-10-24","2010/2011","Chievo","Cesena","2","1","1"
"2010-10-24","2010/2011","Genoa","Catania","1","0","1"
"2010-10-24","2010/2011","Inter","Sampdoria","1","1","X"
"2010-10-24","2010/2011","Lazio","Cagliari","2","1","1"
"2010-10-24","2010/2011","Lecce","Brescia","2","1","1"
"2010-10-24","2010/2011","Parma","Roma","0","0","X"
"2010-10-24","2010/2011","Udinese","Palermo","2","1","1"
"2010-10-25","2010/2011","Napoli","Milan","1","2","2"
"2010-10-29","2010/2011","Genoa","Inter","0","1","2"
"2010-10-30","2010/2011","Milan","Juventus","1","2","2"
"2010-10-30","2010/2011","Roma","Lecce","2","0","1"
"2010-10-31","2010/2011","Bari","Udinese","0","2","2"
"2010-10-31","2010/2011","Brescia","Napoli","0","1","2"
"2010-10-31","2010/2011","Cagliari","Bologna","2","0","1"
"2010-10-31","2010/2011","Catania","Fiorentina","0","0","X"
"2010-10-31","2010/2011","Cesena","Sampdoria","0","1","2"
"2010-10-31","2010/2011","Palermo","Lazio","0","1","2"
"2010-10-31","2010/2011","Parma","Chievo","0","0","X"
"2010-11-06","2010/2011","Bologna","Lecce","2","0","1"
"2010-11-06","2010/2011","Inter","Brescia","1","1","X"
"2010-11-07","2010/2011","Bari","Milan","2","3","2"
"2010-11-07","2010/2011","Fiorentina","Chievo","1","0","1"
"2010-11-07","2010/2011","Juventus","Cesena","3","1","1"
"2010-11-07","2010/2011","Lazio","Roma","0","2","2"
"2010-11-07","2010/2011","Napoli","Parma","2","0","1"
"2010-11-07","2010/2011","Palermo","Genoa","1","0","1"
"2010-11-07","2010/2011","Sampdoria","Catania","0","0","X"
"2010-11-07","2010/2011","Udinese","Cagliari","1","1","X"
"2010-11-10","2010/2011","Brescia","Juventus","1","1","X"
"2010-11-10","2010/2011","Cagliari","Napoli","0","1","2"
"2010-11-10","2010/2011","Catania","Udinese","1","0","1"
"2010-11-10","2010/2011","Cesena","Lazio","1","0","1"
"2010-11-10","2010/2011","Chievo","Bari","0","0","X"
"2010-11-10","2010/2011","Genoa","Bologna","1","0","1"
"2010-11-10","2010/2011","Lecce","Inter","1","1","X"
"2010-11-10","2010/2011","Milan","Palermo","3","1","1"
"2010-11-10","2010/2011","Roma","Fiorentina","3","2","1"
"2010-11-11","2010/2011","Parma","Sampdoria","1","0","1"
"2010-11-13","2010/2011","Fiorentina","Cesena","1","0","1"
"2010-11-13","2010/2011","Juventus","Roma","1","1","X"
"2010-11-14","2010/2011","Bari","Parma","0","1","2"
"2010-11-14","2010/2011","Bologna","Brescia","1","0","1"
"2010-11-14","2010/2011","Cagliari","Genoa","0","1","2"
"2010-11-14","2010/2011","Inter","Milan","0","1","2"
"2010-11-14","2010/2011","Lazio","Napoli","2","0","1"
"2010-11-14","2010/2011","Palermo","Catania","3","1","1"
"2010-11-14","2010/2011","Sampdoria","Chievo","0","0","X"
"2010-11-14","2010/2011","Udinese","Lecce","4","0","1"
"2010-11-20","2010/2011","Milan","Fiorentina","1","0","1"
"2010-11-20","2010/2011","Roma","Udinese","2","0","1"
"2010-11-21","2010/2011","Brescia","Cagliari","1","2","2"
"2010-11-21","2010/2011","Catania","Bari","1","0","1"
"2010-11-21","2010/2011","Cesena","Palermo","1","2","2"
"2010-11-21","2010/2011","Chievo","Inter","2","1","1"
"2010-11-21","2010/2011","Genoa","Juventus","0","2","2"
"2010-11-21","2010/2011","Lecce","Sampdoria","2","3","2"
"2010-11-21","2010/2011","Napoli","Bologna","4","1","1"
"2010-11-21","2010/2011","Parma","Lazio","1","1","X"
"2010-11-27","2010/2011","Juventus","Fiorentina","1","1","X"
"2010-11-27","2010/2011","Sampdoria","Milan","1","1","X"
"2010-11-28","2010/2011","Bari","Cesena","1","1","X"
"2010-11-28","2010/2011","Brescia","Genoa","0","0","X"
"2010-11-28","2010/2011","Cagliari","Lecce","3","2","1"
"2010-11-28","2010/2011","Inter","Parma","5","2","1"
"2010-11-28","2010/2011","Lazio","Catania","1","1","X"
"2010-11-28","2010/2011","Palermo","Roma","3","1","1"
"2010-11-28","2010/2011","Udinese","Napoli","3","1","1"
"2010-12-03","2010/2011","Lazio","Inter","3","1","1"
"2010-12-04","2010/2011","Chievo","Roma","2","2","X"
"2010-12-04","2010/2011","Milan","Brescia","3","0","1"
"2010-12-05","2010/2011","Catania","Juventus","1","3","2"
"2010-12-05","2010/2011","Cesena","Bologna","0","2","2"
"2010-12-05","2010/2011","Fiorentina","Cagliari","1","0","1"
"2010-12-05","2010/2011","Lecce","Genoa","1","3","2"
"2010-12-05","2010/2011","Parma","Udinese","2","1","1"
"2010-12-05","2010/2011","Sampdoria","Bari","3","0","1"
"2010-12-06","2010/2011","Napoli","Palermo","1","0","1"
"2010-12-08","2010/2011","Bologna","Chievo","2","1","1"
"2010-12-11","2010/2011","Genoa","Napoli","0","1","2"
"2010-12-11","2010/2011","Palermo","Parma","3","1","1"
"2010-12-11","2010/2011","Udinese","Fiorentina","2","1","1"
"2010-12-12","2010/2011","Bologna","Milan","0","3","2"
"2010-12-12","2010/2011","Brescia","Sampdoria","1","0","1"
"2010-12-12","2010/2011","Cagliari","Catania","3","0","1"
"2010-12-12","2010/2011","Juventus","Lazio","2","1","1"
"2010-12-12","2010/2011","Lecce","Chievo","3","2","1"
"2010-12-12","2010/2011","Roma","Bari","1","0","1"
"2010-12-18","2010/2011","Cesena","Cagliari","1","0","1"
"2010-12-18","2010/2011","Milan","Roma","0","1","2"
"2010-12-19","2010/2011","Bari","Palermo","1","1","X"
"2010-12-19","2010/2011","Catania","Brescia","1","0","1"
"2010-12-19","2010/2011","Chievo","Juventus","1","1","X"
"2010-12-19","2010/2011","Lazio","Udinese","3","2","1"
"2010-12-19","2010/2011","Napoli","Lecce","1","0","1"
"2010-12-19","2010/2011","Parma","Bologna","0","0","X"
"2011-01-06","2010/2011","Bologna","Fiorentina","1","1","X"
"2011-01-06","2010/2011","Brescia","Cesena","1","2","2"
"2011-01-06","2010/2011","Cagliari","Milan","0","1","2"
"2011-01-06","2010/2011","Genoa","Lazio","0","0","X"
"2011-01-06","2010/2011","Inter","Napoli","3","1","1"
"2011-01-06","2010/2011","Juventus","Parma","1","4","2"
"2011-01-06","2010/2011","Lecce","Bari","0","1","2"
"2011-01-06","2010/2011","Palermo","Sampdoria","3","0","1"
"2011-01-06","2010/2011","Roma","Catania","4","2","1"
"2011-01-06","2010/2011","Udinese","Chievo","2","0","1"
"2011-01-09","2010/2011","Bari","Bologna","0","2","2"
"2011-01-09","2010/2011","Catania","Inter","1","2","2"
"2011-01-09","2010/2011","Cesena","Genoa","0","0","X"
"2011-01-09","2010/2011","Chievo","Palermo","0","0","X"
"2011-01-09","2010/2011","Fiorentina","Brescia","3","2","1"
"2011-01-09","2010/2011","Lazio","Lecce","1","2","2"
"2011-01-09","2010/2011","Milan","Udinese","4","4","X"
"2011-01-09","2010/2011","Napoli","Juventus","3","0","1"
"2011-01-09","2010/2011","Parma","Cagliari","1","2","2"
"2011-01-09","2010/2011","Sampdoria","Roma","2","1","1"
"2011-01-15","2010/2011","Inter","Bologna","4","1","1"
"2011-01-15","2010/2011","Napoli","Fiorentina","0","0","X"
"2011-01-16","2010/2011","Brescia","Parma","2","0","1"
"2011-01-16","2010/2011","Cagliari","Palermo","3","1","1"
"2011-01-16","2010/2011","Catania","Chievo","1","1","X"
"2011-01-16","2010/2011","Cesena","Roma","0","1","2"
"2011-01-16","2010/2011","Genoa","Udinese","2","4","2"
"2011-01-16","2010/2011","Juventus","Bari","2","1","1"
"2011-01-16","2010/2011","Lazio","Sampdoria","1","0","1"
"2011-01-16","2010/2011","Lecce","Milan","1","1","X"
"2011-01-19","2010/2011","Inter","Cesena","3","2","1"
"2011-01-22","2010/2011","Chievo","Genoa","0","0","X"
"2011-01-22","2010/2011","Palermo","Brescia","1","0","1"
"2011-01-22","2010/2011","Parma","Catania","2","0","1"
"2011-01-22","2010/2011","Roma","Cagliari","3","0","1"
"2011-01-23","2010/2011","Bari","Napoli","0","2","2"
"2011-01-23","2010/2011","Bologna","Lazio","3","1","1"
"2011-01-23","2010/2011","Fiorentina","Lecce","1","1","X"
"2011-01-23","2010/2011","Milan","Cesena","2","0","1"
"2011-01-23","2010/2011","Sampdoria","Juventus","0","0","X"
"2011-01-23","2010/2011","Udinese","Inter","3","1","1"
"2011-01-29","2010/2011","Catania","Milan","0","2","2"
"2011-01-29","2010/2011","Lazio","Fiorentina","2","0","1"
"2011-01-30","2010/2011","Brescia","Chievo","0","3","2"
"2011-01-30","2010/2011","Cagliari","Bari","2","1","1"
"2011-01-30","2010/2011","Genoa","Parma","3","1","1"
"2011-01-30","2010/2011","Inter","Palermo","3","2","1"
"2011-01-30","2010/2011","Juventus","Udinese","1","2","2"
"2011-01-30","2010/2011","Lecce","Cesena","1","1","X"
"2011-01-30","2010/2011","Napoli","Sampdoria","4","0","1"
"2011-02-01","2010/2011","Milan","Lazio","0","0","X"
"2011-02-02","2010/2011","Cesena","Catania","1","1","X"
"2011-02-02","2010/2011","Chievo","Napoli","2","0","1"
"2011-02-02","2010/2011","Fiorentina","Genoa","1","0","1"
"2011-02-02","2010/2011","Palermo","Juventus","2","1","1"
"2011-02-02","2010/2011","Parma","Lecce","0","1","2"
"2011-02-02","2010/2011","Roma","Brescia","1","1","X"
"2011-02-02","2010/2011","Sampdoria","Cagliari","0","1","2"
"2011-02-02","2010/2011","Udinese","Bologna","1","1","X"
"2011-02-03","2010/2011","Bari","Inter","0","3","2"
"2011-02-05","2010/2011","Cagliari","Juventus","1","3","2"
"2011-02-05","2010/2011","Udinese","Sampdoria","2","0","1"
"2011-02-06","2010/2011","Bologna","Catania","1","0","1"
"2011-02-06","2010/2011","Brescia","Bari","2","0","1"
"2011-02-06","2010/2011","Genoa","Milan","1","1","X"
"2011-02-06","2010/2011","Inter","Roma","5","3","1"
"2011-02-06","2010/2011","Lazio","Chievo","1","1","X"
"2011-02-06","2010/2011","Lecce","Palermo","2","4","2"
"2011-02-06","2010/2011","Napoli","Cesena","2","0","1"
"2011-02-06","2010/2011","Parma","Fiorentina","1","1","X"
"2011-02-12","2010/2011","Milan","Parma","4","0","1"
"2011-02-12","2010/2011","Roma","Napoli","0","2","2"
"2011-02-13","2010/2011","Bari","Genoa","0","0","X"
"2011-02-13","2010/2011","Brescia","Lazio","0","2","2"
"2011-02-13","2010/2011","Cagliari","Chievo","4","1","1"
"2011-02-13","2010/2011","Catania","Lecce","3","2","1"
"2011-02-13","2010/2011","Cesena","Udinese","0","3","2"
"2011-02-13","2010/2011","Juventus","Inter","1","0","1"
"2011-02-13","2010/2011","Palermo","Fiorentina","2","4","2"
"2011-02-13","2010/2011","Sampdoria","Bologna","3","1","1"
"2011-02-16","2010/2011","Fiorentina","Inter","1","2","2"
"2011-02-16","2010/2011","Sampdoria","Genoa","0","1","2"
"2011-02-19","2010/2011","Bologna","Palermo","1","0","1"
"2011-02-19","2010/2011","Inter","Cagliari","1","0","1"
"2011-02-20","2010/2011","Chievo","Milan","1","2","2"
"2011-02-20","2010/2011","Fiorentina","Sampdoria","0","0","X"
"2011-02-20","2010/2011","Genoa","Roma","4","3","1"
"2011-02-20","2010/2011","Lazio","Bari","1","0","1"
"2011-02-20","2010/2011","Lecce","Juventus","2","0","1"
"2011-02-20","2010/2011","Napoli","Catania","1","0","1"
"2011-02-20","2010/2011","Parma","Cesena","2","2","X"
"2011-02-20","2010/2011","Udinese","Brescia","0","0","X"
"2011-02-23","2010/2011","Bologna","Roma","0","1","2"
"2011-02-26","2010/2011","Juventus","Bologna","0","2","2"
"2011-02-27","2010/2011","Bari","Fiorentina","1","1","X"
"2011-02-27","2010/2011","Brescia","Lecce","2","2","X"
"2011-02-27","2010/2011","Cagliari","Lazio","1","0","1"
"2011-02-27","2010/2011","Catania","Genoa","2","1","1"
"2011-02-27","2010/2011","Cesena","Chievo","1","0","1"
"2011-02-27","2010/2011","Palermo","Udinese","0","7","2"
"2011-02-27","2010/2011","Roma","Parma","2","2","X"
"2011-02-27","2010/2011","Sampdoria","Inter","0","2","2"
"2011-02-28","2010/2011","Milan","Napoli","3","0","1"
"2011-03-04","2010/2011","Lecce","Roma","1","2","2"
"2011-03-05","2010/2011","Juventus","Milan","0","1","2"
"2011-03-06","2010/2011","Bologna","Cagliari","2","2","X"
"2011-03-06","2010/2011","Chievo","Parma","0","0","X"
"2011-03-06","2010/2011","Fiorentina","Catania","3","0","1"
"2011-03-06","2010/2011","Inter","Genoa","5","2","1"
"2011-03-06","2010/2011","Lazio","Palermo","2","0","1"
"2011-03-06","2010/2011","Napoli","Brescia","0","0","X"
"2011-03-06","2010/2011","Sampdoria","Cesena","2","3","2"
"2011-03-06","2010/2011","Udinese","Bari","1","0","1"
"2011-03-11","2010/2011","Brescia","Inter","1","1","X"
"2011-03-12","2010/2011","Cesena","Juventus","2","2","X"
"2011-03-13","2010/2011","Cagliari","Udinese","0","4","2"
"2011-03-13","2010/2011","Catania","Sampdoria","1","0","1"
"2011-03-13","2010/2011","Chievo","Fiorentina","0","1","2"
"2011-03-13","2010/2011","Genoa","Palermo","1","0","1"
"2011-03-13","2010/2011","Lecce","Bologna","0","1","2"
"2011-03-13","2010/2011","Milan","Bari","1","1","X"
"2011-03-13","2010/2011","Parma","Napoli","1","3","2"
"2011-03-13","2010/2011","Roma","Lazio","2","0","1"
"2011-03-19","2010/2011","Lazio","Cesena","1","0","1"
"2011-03-19","2010/2011","Palermo","Milan","1","0","1"
"2011-03-20","2010/2011","Bari","Chievo","1","2","2"
"2011-03-20","2010/2011","Bologna","Genoa","1","1","X"
"2011-03-20","2010/2011","Fiorentina","Roma","2","2","X"
"2011-03-20","2010/2011","Inter","Lecce","1","0","1"
"2011-03-20","2010/2011","Juventus","Brescia","2","1","1"
"2011-03-20","2010/2011","Napoli","Cagliari","2","1","1"
"2011-03-20","2010/2011","Sampdoria","Parma","0","1","2"
"2011-03-20","2010/2011","Udinese","Catania","2","0","1"
"2011-04-02","2010/2011","Brescia","Bologna","3","1","1"
"2011-04-02","2010/2011","Milan","Inter","3","0","1"
"2011-04-03","2010/2011","Catania","Palermo","4","0","1"
"2011-04-03","2010/2011","Cesena","Fiorentina","2","2","X"
"2011-04-03","2010/2011","Chievo","Sampdoria","0","0","X"
"2011-04-03","2010/2011","Genoa","Cagliari","0","1","2"
"2011-04-03","2010/2011","Lecce","Udinese","2","0","1"
"2011-04-03","2010/2011","Napoli","Lazio","4","3","1"
"2011-04-03","2010/2011","Parma","Bari","1","2","2"
"2011-04-03","2010/2011","Roma","Juventus","0","2","2"
"2011-04-09","2010/2011","Inter","Chievo","2","0","1"
"2011-04-09","2010/2011","Udinese","Roma","1","2","2"
"2011-04-10","2010/2011","Bari","Catania","1","1","X"
"2011-04-10","2010/2011","Bologna","Napoli","0","2","2"
"2011-04-10","2010/2011","Cagliari","Brescia","1","1","X"
"2011-04-10","2010/2011","Fiorentina","Milan","1","2","2"
"2011-04-10","2010/2011","Juventus","Genoa","3","2","1"
"2011-04-10","2010/2011","Lazio","Parma","2","0","1"
"2011-04-10","2010/2011","Palermo","Cesena","2","2","X"
"2011-04-10","2010/2011","Sampdoria","Lecce","1","2","2"
"2011-04-16","2010/2011","Milan","Sampdoria","3","0","1"
"2011-04-16","2010/2011","Parma","Inter","2","0","1"
"2011-04-16","2010/2011","Roma","Palermo","2","3","2"
"2011-04-17","2010/2011","Catania","Lazio","1","4","2"
"2011-04-17","2010/2011","Cesena","Bari","1","0","1"
"2011-04-17","2010/2011","Chievo","Bologna","2","0","1"
"2011-04-17","2010/2011","Fiorentina","Juventus","0","0","X"
"2011-04-17","2010/2011","Genoa","Brescia","3","0","1"
"2011-04-17","2010/2011","Lecce","Cagliari","3","3","X"
"2011-04-17","2010/2011","Napoli","Udinese","1","2","2"
"2011-04-23","2010/2011","Bari","Sampdoria","0","1","2"
"2011-04-23","2010/2011","Bologna","Cesena","0","2","2"
"2011-04-23","2010/2011","Brescia","Milan","0","1","2"
"2011-04-23","2010/2011","Cagliari","Fiorentina","1","2","2"
"2011-04-23","2010/2011","Genoa","Lecce","4","2","1"
"2011-04-23","2010/2011","Inter","Lazio","2","1","1"
"2011-04-23","2010/2011","Juventus","Catania","2","2","X"
"2011-04-23","2010/2011","Palermo","Napoli","2","1","1"
"2011-04-23","2010/2011","Roma","Chievo","1","0","1"
"2011-04-23","2010/2011","Udinese","Parma","0","2","2"
"2011-04-30","2010/2011","Cesena","Inter","1","2","2"
"2011-04-30","2010/2011","Napoli","Genoa","1","0","1"
"2011-05-01","2010/2011","Bari","Roma","2","3","2"
"2011-05-01","2010/2011","Catania","Cagliari","2","0","1"
"2011-05-01","2010/2011","Chievo","Lecce","1","0","1"
"2011-05-01","2010/2011","Fiorentina","Udinese","5","2","1"
"2011-05-01","2010/2011","Milan","Bologna","1","0","1"
"2011-05-01","2010/2011","Parma","Palermo","3","1","1"
"2011-05-01","2010/2011","Sampdoria","Brescia","3","3","X"
"2011-05-02","2010/2011","Lazio","Juventus","0","1","2"
"2011-05-07","2010/2011","Palermo","Bari","2","1","1"
"2011-05-07","2010/2011","Roma","Milan","0","0","X"
"2011-05-08","2010/2011","Bologna","Parma","0","0","X"
"2011-05-08","2010/2011","Brescia","Catania","1","2","2"
"2011-05-08","2010/2011","Cagliari","Cesena","0","2","2"
"2011-05-08","2010/2011","Genoa","Sampdoria","2","1","1"
"2011-05-08","2010/2011","Inter","Fiorentina","3","1","1"
"2011-05-08","2010/2011","Lecce","Napoli","2","1","1"
"2011-05-08","2010/2011","Udinese","Lazio","2","1","1"
"2011-05-09","2010/2011","Juventus","Chievo","2","2","X"
"2011-05-14","2010/2011","Lazio","Genoa","4","2","1"
"2011-05-14","2010/2011","Milan","Cagliari","4","1","1"
"2011-05-15","2010/2011","Bari","Lecce","0","2","2"
"2011-05-15","2010/2011","Catania","Roma","2","1","1"
"2011-05-15","2010/2011","Cesena","Brescia","1","0","1"
"2011-05-15","2010/2011","Chievo","Udinese","0","2","2"
"2011-05-15","2010/2011","Fiorentina","Bologna","1","1","X"
"2011-05-15","2010/2011","Napoli","Inter","1","1","X"
"2011-05-15","2010/2011","Parma","Juventus","1","0","1"
"2011-05-15","2010/2011","Sampdoria","Palermo","1","2","2"
"2011-05-22","2010/2011","Bologna","Bari","0","4","2"
"2011-05-22","2010/2011","Brescia","Fiorentina","2","2","X"
"2011-05-22","2010/2011","Cagliari","Parma","1","1","X"
"2011-05-22","2010/2011","Genoa","Cesena","3","2","1"
"2011-05-22","2010/2011","Inter","Catania","3","1","1"
"2011-05-22","2010/2011","Juventus","Napoli","2","2","X"
"2011-05-22","2010/2011","Lecce","Lazio","2","4","2"
"2011-05-22","2010/2011","Palermo","Chievo","1","3","2"
"2011-05-22","2010/2011","Roma","Sampdoria","3","1","1"
"2011-05-22","2010/2011","Udinese","Milan","0","0","X"
"2011-09-09","2011/2012","Milan","Lazio","2","2","X"
"2011-09-10","2011/2012","Cesena","Napoli","1","3","2"
"2011-09-11","2011/2012","Catania","Siena","0","0","X"
"2011-09-11","2011/2012","Chievo","Novara","2","2","X"
"2011-09-11","2011/2012","Fiorentina","Bologna","2","0","1"
"2011-09-11","2011/2012","Genoa","Atalanta","2","2","X"
"2011-09-11","2011/2012","Juventus","Parma","4","1","1"
"2011-09-11","2011/2012","Lecce","Udinese","0","2","2"
"2011-09-11","2011/2012","Palermo","Inter","4","3","1"
"2011-09-11","2011/2012","Roma","Cagliari","1","2","2"
"2011-09-17","2011/2012","Cagliari","Novara","2","1","1"
"2011-09-17","2011/2012","Inter","Roma","0","0","X"
"2011-09-18","2011/2012","Atalanta","Palermo","1","0","1"
"2011-09-18","2011/2012","Bologna","Lecce","0","2","2"
"2011-09-18","2011/2012","Catania","Cesena","1","0","1"
"2011-09-18","2011/2012","Lazio","Genoa","1","2","2"
"2011-09-18","2011/2012","Napoli","Milan","3","1","1"
"2011-09-18","2011/2012","Parma","Chievo","2","1","1"
"2011-09-18","2011/2012","Siena","Juventus","0","1","2"
"2011-09-18","2011/2012","Udinese","Fiorentina","2","0","1"
"2011-09-20","2011/2012","Novara","Inter","3","1","1"
"2011-09-21","2011/2012","Cesena","Lazio","1","2","2"
"2011-09-21","2011/2012","Chievo","Napoli","1","0","1"
"2011-09-21","2011/2012","Fiorentina","Parma","3","0","1"
"2011-09-21","2011/2012","Genoa","Catania","3","0","1"
"2011-09-21","2011/2012","Juventus","Bologna","1","1","X"
"2011-09-21","2011/2012","Lecce","Atalanta","1","2","2"
"2011-09-21","2011/2012","Milan","Udinese","1","1","X"
"2011-09-21","2011/2012","Palermo","Cagliari","3","2","1"
"2011-09-22","2011/2012","Roma","Siena","1","1","X"
"2011-09-24","2011/2012","Bologna","Inter","1","3","2"
"2011-09-24","2011/2012","Milan","Cesena","1","0","1"
"2011-09-24","2011/2012","Napoli","Fiorentina","0","0","X"
"2011-09-25","2011/2012","Atalanta","Novara","2","1","1"
"2011-09-25","2011/2012","Cagliari","Udinese","0","0","X"
"2011-09-25","2011/2012","Catania","Juventus","1","1","X"
"2011-09-25","2011/2012","Chievo","Genoa","2","1","1"
"2011-09-25","2011/2012","Lazio","Palermo","0","0","X"
"2011-09-25","2011/2012","Parma","Roma","0","1","2"
"2011-09-25","2011/2012","Siena","Lecce","3","0","1"
"2011-10-01","2011/2012","Inter","Napoli","0","3","2"
"2011-10-01","2011/2012","Roma","Atalanta","3","1","1"
"2011-10-02","2011/2012","Cesena","Chievo","0","0","X"
"2011-10-02","2011/2012","Fiorentina","Lazio","1","2","2"
"2011-10-02","2011/2012","Juventus","Milan","2","0","1"
"2011-10-02","2011/2012","Lecce","Cagliari","0","2","2"
"2011-10-02","2011/2012","Novara","Catania","3","3","X"
"2011-10-02","2011/2012","Palermo","Siena","2","0","1"
"2011-10-02","2011/2012","Parma","Genoa","3","1","1"
"2011-10-02","2011/2012","Udinese","Bologna","2","0","1"
"2011-10-15","2011/2012","Catania","Inter","2","1","1"
"2011-10-15","2011/2012","Milan","Palermo","3","0","1"
"2011-10-15","2011/2012","Napoli","Parma","1","2","2"
"2011-10-16","2011/2012","Atalanta","Udinese","0","0","X"
"2011-10-16","2011/2012","Cagliari","Siena","0","0","X"
"2011-10-16","2011/2012","Cesena","Fiorentina","0","0","X"
"2011-10-16","2011/2012","Chievo","Juventus","0","0","X"
"2011-10-16","2011/2012","Genoa","Lecce","0","0","X"
"2011-10-16","2011/2012","Lazio","Roma","2","1","1"
"2011-10-16","2011/2012","Novara","Bologna","0","2","2"
"2011-10-22","2011/2012","Fiorentina","Catania","2","2","X"
"2011-10-22","2011/2012","Juventus","Genoa","2","2","X"
"2011-10-23","2011/2012","Bologna","Lazio","0","2","2"
"2011-10-23","2011/2012","Cagliari","Napoli","0","0","X"
"2011-10-23","2011/2012","Inter","Chievo","1","0","1"
"2011-10-23","2011/2012","Lecce","Milan","3","4","2"
"2011-10-23","2011/2012","Parma","Atalanta","1","2","2"
"2011-10-23","2011/2012","Roma","Palermo","1","0","1"
"2011-10-23","2011/2012","Siena","Cesena","2","0","1"
"2011-10-23","2011/2012","Udinese","Novara","3","0","1"
"2011-10-25","2011/2012","Juventus","Fiorentina","2","1","1"
"2011-10-26","2011/2012","Atalanta","Inter","1","1","X"
