date,season,home_team,away_team,home_goals,away_goals,result
"2021-11-21","2021/2022","Bologna","Venezia","0","1","2"
"2021-11-21","2021/2022","Salernitana","Sampdoria","0","2","2"
"2021-11-21","2021/2022","Inter","Napoli","3","2","1"
"2021-11-21","2021/2022","Genoa","Roma","0","2","2"
"2021-11-22","2021/2022","Verona","Empoli","2","1","1"
"2021-11-22","2021/2022","Torino","Udinese","2","1","1"
"2021-11-26","2021/2022","Cagliari","Salernitana","1","1","X"
"2021-11-27","2021/2022","Empoli","Fiorentina","2","1","1"
"2021-11-27","2021/2022","Sampdoria","Verona","3","1","1"
"2021-11-27","2021/2022","Juventus","Atalanta","0","1","2"
"2021-11-27","2021/2022","Venezia","Inter","0","2","2"
"2021-11-28","2021/2022","Udinese","Genoa","0","0","X"
"2021-11-28","2021/2022","Milan","Sassuolo","1","3","2"
"2021-11-28","2021/2022","Spezia","Bologna","0","1","2"
"2021-11-28","2021/2022","Roma","Torino","1","0","1"
"2021-11-28","2021/2022","Napoli","Lazio","4","0","1"
"2021-11-30","2021/2022","Atalanta","Venezia","4","0","1"
"2021-11-30","2021/2022","Fiorentina","Sampdoria","3","1","1"
"2021-11-30","2021/2022","Salernitana","Juventus","0","2","2"
"2021-11-30","2021/2022","Verona","Cagliari","0","0","X"
"2021-12-01","2021/2022","Bologna","Roma","1","0","1"
"2021-12-01","2021/2022","Inter","Spezia","2","0","1"
"2021-12-01","2021/2022","Genoa","Milan","0","3","2"
"2021-12-01","2021/2022","Sassuolo","Napoli","2","2","X"
"2021-12-02","2021/2022","Torino","Empoli","2","2","X"
"2021-12-02","2021/2022","Lazio","Udinese","4","4","X"
"2021-12-04","2021/2022","Milan","Salernitana","2","0","1"
"2021-12-04","2021/2022","Roma","Inter","0","3","2"
"2021-12-04","2021/2022","Napoli","Atalanta","2","3","2"
"2021-12-05","2021/2022","Bologna","Fiorentina","2","3","2"
"2021-12-05","2021/2022","Spezia","Sassuolo","2","2","X"
"2021-12-05","2021/2022","Venezia","Verona","3","4","2"
"2021-12-05","2021/2022","Sampdoria","Lazio","1","3","2"
"2021-12-05","2021/2022","Juventus","Genoa","2","0","1"
"2021-12-06","2021/2022","Empoli","Udinese","3","1","1"
"2021-12-06","2021/2022","Cagliari","Torino","1","1","X"
"2021-12-10","2021/2022","Genoa","Sampdoria","1","3","2"
"2021-12-11","2021/2022","Fiorentina","Salernitana","4","0","1"
"2021-12-11","2021/2022","Venezia","Juventus","1","1","X"
"2021-12-11","2021/2022","Udinese","Milan","1","1","X"
"2021-12-12","2021/2022","Torino","Bologna","2","1","1"
"2021-12-12","2021/2022","Verona","Atalanta","1","2","2"
"2021-12-12","2021/2022","Napoli","Empoli","0","1","2"
"2021-12-12","2021/2022","Sassuolo","Lazio","2","1","1"
"2021-12-12","2021/2022","Inter","Cagliari","4","0","1"
"2021-12-13","2021/2022","Roma","Spezia","2","0","1"
"2021-12-17","2021/2022","Lazio","Genoa","3","1","1"
"2021-12-17","2021/2022","Salernitana","Inter","0","5","2"
"2021-12-18","2021/2022","Atalanta","Roma","1","4","2"
"2021-12-18","2021/2022","Bologna","Juventus","0","2","2"
"2021-12-18","2021/2022","Cagliari","Udinese","0","4","2"
"2021-12-19","2021/2022","Fiorentina","Sassuolo","2","2","X"
"2021-12-19","2021/2022","Spezia","Empoli","1","1","X"
"2021-12-19","2021/2022","Sampdoria","Venezia","1","1","X"
"2021-12-19","2021/2022","Torino","Verona","1","0","1"
"2021-12-19","2021/2022","Milan","Napoli","0","1","2"
"2021-12-21","2021/2022","Genoa","Atalanta","0","0","X"
"2021-12-21","2021/2022","Juventus","Cagliari","2","0","1"
"2021-12-22","2021/2022","Sassuolo","Bologna","0","3","2"
"2021-12-22","2021/2022","Venezia","Lazio","1","3","2"
"2021-12-22","2021/2022","Inter","Torino","1","0","1"
"2021-12-22","2021/2022","Roma","Sampdoria","1","1","X"
"2021-12-22","2021/2022","Verona","Fiorentina","1","1","X"
"2021-12-22","2021/2022","Empoli","Milan","2","4","2"
"2021-12-22","2021/2022","Napoli","Spezia","0","1","2"
"2022-01-06","2021/2022","Sampdoria","Cagliari","1","2","2"
"2022-01-06","2021/2022","Lazio","Empoli","3","3","X"
"2022-01-06","2021/2022","Spezia","Verona","1","2","2"
"2022-01-06","2021/2022","Sassuolo","Genoa","1","1","X"
"2022-01-06","2021/2022","Milan","Roma","3","1","1"
"2022-01-06","2021/2022","Juventus","Napoli","1","1","X"
"2022-01-09","2021/2022","Empoli","Sassuolo","1","5","2"
"2022-01-09","2021/2022","Venezia","Milan","0","3","2"
"2022-01-09","2021/2022","Napoli","Sampdoria","1","0","1"
"2022-01-09","2021/2022","Udinese","Atalanta","2","6","2"
"2022-01-09","2021/2022","Genoa","Spezia","0","1","2"
"2022-01-09","2021/2022","Roma","Juventus","3","4","2"
"2022-01-09","2021/2022","Inter","Lazio","2","1","1"
"2022-01-09","2021/2022","Verona","Salernitana","1","2","2"
"2022-01-10","2021/2022","Torino","Fiorentina","4","0","1"
"2022-01-11","2021/2022","Cagliari","Bologna","2","1","1"
"2022-01-15","2021/2022","Sampdoria","Torino","1","2","2"
"2022-01-15","2021/2022","Salernitana","Lazio","0","3","2"
"2022-01-15","2021/2022","Juventus","Udinese","2","0","1"
"2022-01-16","2021/2022","Sassuolo","Verona","2","4","2"
"2022-01-16","2021/2022","Venezia","Empoli","1","1","X"
"2022-01-16","2021/2022","Roma","Cagliari","1","0","1"
"2022-01-16","2021/2022","Atalanta","Inter","0","0","X"
"2022-01-17","2021/2022","Bologna","Napoli","0","2","2"
"2022-01-17","2021/2022","Milan","Spezia","1","2","2"
"2022-01-17","2021/2022","Fiorentina","Genoa","6","0","1"
"2022-01-21","2021/2022","Verona","Bologna","2","1","1"
"2022-01-22","2021/2022","Genoa","Udinese","0","0","X"
"2022-01-22","2021/2022","Inter","Venezia","2","1","1"
"2022-01-22","2021/2022","Lazio","Atalanta","0","0","X"
"2022-01-23","2021/2022","Cagliari","Fiorentina","1","1","X"
"2022-01-23","2021/2022","Napoli","Salernitana","4","1","1"
"2022-01-23","2021/2022","Spezia","Sampdoria","1","0","1"
"2022-01-23","2021/2022","Torino","Sassuolo","1","1","X"
"2022-01-23","2021/2022","Empoli","Roma","2","4","2"
"2022-01-23","2021/2022","Milan","Juventus","0","0","X"
"2022-02-05","2021/2022","Roma","Genoa","0","0","X"
"2022-02-05","2021/2022","Inter","Milan","1","2","2"
"2022-02-05","2021/2022","Fiorentina","Lazio","0","3","2"
"2022-02-06","2021/2022","Atalanta","Cagliari","1","2","2"
"2022-02-06","2021/2022","Bologna","Empoli","0","0","X"
"2022-02-06","2021/2022","Sampdoria","Sassuolo","4","0","1"
"2022-02-06","2021/2022","Venezia","Napoli","0","2","2"
"2022-02-06","2021/2022","Udinese","Torino","2","0","1"
"2022-02-06","2021/2022","Juventus","Verona","2","0","1"
"2022-02-07","2021/2022","Salernitana","Spezia","2","2","X"
"2022-02-12","2021/2022","Lazio","Bologna","3","0","1"
"2022-02-12","2021/2022","Napoli","Inter","1","1","X"
"2022-02-12","2021/2022","Torino","Venezia","1","2","2"
"2022-02-13","2021/2022","Milan","Sampdoria","1","0","1"
"2022-02-13","2021/2022","Empoli","Cagliari","1","1","X"
"2022-02-13","2021/2022","Genoa","Salernitana","1","1","X"
"2022-02-13","2021/2022","Verona","Udinese","4","0","1"
"2022-02-13","2021/2022","Sassuolo","Roma","2","2","X"
"2022-02-13","2021/2022","Atalanta","Juventus","1","1","X"
"2022-02-14","2021/2022","Spezia","Fiorentina","1","2","2"
"2022-02-18","2021/2022","Juventus","Torino","1","1","X"
"2022-02-19","2021/2022","Sampdoria","Empoli","2","0","1"
"2022-02-19","2021/2022","Roma","Verona","2","2","X"
"2022-02-19","2021/2022","Salernitana","Milan","2","2","X"
"2022-02-20","2021/2022","Fiorentina","Atalanta","1","0","1"
"2022-02-20","2021/2022","Venezia","Genoa","1","1","X"
"2022-02-20","2021/2022","Inter","Sassuolo","0","2","2"
"2022-02-20","2021/2022","Udinese","Lazio","1","1","X"
"2022-02-21","2021/2022","Cagliari","Napoli","1","1","X"
"2022-02-21","2021/2022","Bologna","Spezia","2","1","1"
"2022-02-25","2021/2022","Milan","Udinese","1","1","X"
"2022-02-25","2021/2022","Genoa","Inter","0","0","X"
"2022-02-26","2021/2022","Salernitana","Bologna","1","1","X"
"2022-02-26","2021/2022","Empoli","Juventus","2","3","2"
"2022-02-26","2021/2022","Sassuolo","Fiorentina","2","1","1"
"2022-02-27","2021/2022","Torino","Cagliari","1","2","2"
"2022-02-27","2021/2022","Verona","Venezia","3","1","1"
"2022-02-27","2021/2022","Spezia","Roma","0","1","2"
"2022-02-27","2021/2022","Lazio","Napoli","1","2","2"
"2022-02-28","2021/2022","Atalanta","Sampdoria","4","0","1"
"2022-03-04","2021/2022","Inter","Salernitana","5","0","1"
"2022-03-05","2021/2022","Udinese","Sampdoria","2","1","1"
"2022-03-05","2021/2022","Roma","Atalanta","1","0","1"
"2022-03-05","2021/2022","Cagliari","Lazio","0","3","2"
"2022-03-06","2021/2022","Genoa","Empoli","0","0","X"
"2022-03-06","2021/2022","Bologna","Torino","0","0","X"
"2022-03-06","2021/2022","Fiorentina","Verona","1","1","X"
"2022-03-06","2021/2022","Venezia","Sassuolo","1","4","2"
"2022-03-06","2021/2022","Juventus","Spezia","1","0","1"
"2022-03-06","2021/2022","Napoli","Milan","0","1","2"
"2022-03-12","2021/2022","Salernitana","Sassuolo","2","2","X"
"2022-03-12","2021/2022","Spezia","Cagliari","2","0","1"
"2022-03-12","2021/2022","Sampdoria","Juventus","1","3","2"
"2022-03-12","2021/2022","Milan","Empoli","1","0","1"
"2022-03-13","2021/2022","Fiorentina","Bologna","1","0","1"
"2022-03-13","2021/2022","Verona","Napoli","1","2","2"
"2022-03-13","2021/2022","Atalanta","Genoa","0","0","X"
"2022-03-13","2021/2022","Udinese","Roma","1","1","X"
"2022-03-13","2021/2022","Torino","Inter","1","1","X"
"2022-03-14","2021/2022","Lazio","Venezia","1","0","1"
"2022-03-18","2021/2022","Sassuolo","Spezia","4","1","1"
"2022-03-18","2021/2022","Genoa","Torino","1","0","1"
"2022-03-19","2021/2022","Napoli","Udinese","2","1","1"
"2022-03-19","2021/2022","Inter","Fiorentina","1","1","X"
"2022-03-19","2021/2022","Cagliari","Milan","0","1","2"
"2022-03-20","2021/2022","Venezia","Sampdoria","0","2","2"
"2022-03-20","2021/2022","Empoli","Verona","1","1","X"
"2022-03-20","2021/2022","Juventus","Salernitana","2","0","1"
"2022-03-20","2021/2022","Roma","Lazio","3","0","1"
"2022-03-20","2021/2022","Bologna","Atalanta","0","1","2"
"2022-04-02","2021/2022","Spezia","Venezia","1","0","1"
"2022-04-02","2021/2022","Lazio","Sassuolo","2","1","1"
"2022-04-02","2021/2022","Salernitana","Torino","0","1","2"
"2022-04-03","2021/2022","Fiorentina","Empoli","1","0","1"
"2022-04-03","2021/2022","Atalanta","Napoli","1","3","2"
"2022-04-03","2021/2022","Udinese","Cagliari","5","1","1"
"2022-04-03","2021/2022","Sampdoria","Roma","0","1","2"
"2022-04-03","2021/2022","Juventus","Inter","0","1","2"
"2022-04-04","2021/2022","Verona","Genoa","1","0","1"
"2022-04-04","2021/2022","Milan","Bologna","0","0","X"
"2022-04-09","2021/2022","Empoli","Spezia","0","0","X"
"2022-04-09","2021/2022","Inter","Verona","2","0","1"
"2022-04-09","2021/2022","Cagliari","Juventus","1","2","2"
"2022-04-10","2021/2022","Genoa","Lazio","1","4","2"
"2022-04-10","2021/2022","Napoli","Fiorentina","2","3","2"
"2022-04-10","2021/2022","Sassuolo","Atalanta","2","1","1"
"2022-04-10","2021/2022","Venezia","Udinese","1","2","2"
"2022-04-10","2021/2022","Roma","Salernitana","2","1","1"
"2022-04-10","2021/2022","Torino","Milan","0","0","X"
"2022-04-11","2021/2022","Bologna","Sampdoria","2","0","1"
"2022-04-15","2021/2022","Spezia","Inter","1","3","2"
"2022-04-15","2021/2022","Milan","Genoa","2","0","1"
"2022-04-16","2021/2022","Cagliari","Sassuolo","1","0","1"
"2022-04-16","2021/2022","Sampdoria","Salernitana","1","2","2"
"2022-04-16","2021/2022","Udinese","Empoli","4","1","1"
"2022-04-16","2021/2022","Fiorentina","Venezia","1","0","1"
"2022-04-16","2021/2022","Juventus","Bologna","1","1","X"
"2022-04-16","2021/2022","Lazio","Torino","1","1","X"
"2022-04-18","2021/2022","Napoli","Roma","1","1","X"
"2022-04-18","2021/2022","Atalanta","Verona","1","2","2"
"2022-04-20","2021/2022","Udinese","Salernitana","0","1","2"
"2022-04-23","2021/2022","Torino","Spezia","2","1","1"
"2022-04-23","2021/2022","Venezia","Atalanta","1","3","2"
"2022-04-23","2021/2022","Inter","Roma","3","1","1"
"2022-04-23","2021/2022","Verona","Sampdoria","1","1","X"
"2022-04-24","2021/2022","Salernitana","Fiorentina","2","1","1"
"2022-04-24","2021/2022","Bologna","Udinese","2","2","X"
"2022-04-24","2021/2022","Empoli","Napoli","3","2","1"
"2022-04-24","2021/2022","Genoa","Cagliari","1","0","1"
"2022-04-24","2021/2022","Lazio","Milan","1","2","2"
"2022-04-25","2021/2022","Sassuolo","Juventus","1","2","2"
"2022-04-27","2021/2022","Fiorentina","Udinese","0","4","2"
"2022-04-27","2021/2022","Atalanta","Torino","4","4","X"
"2022-04-27","2021/2022","Bologna","Inter","2","1","1"
"2022-04-30","2021/2022","Cagliari","Verona","1","2","2"
"2022-04-30","2021/2022","Napoli","Sassuolo","6","1","1"
"2022-04-30","2021/2022","Sampdoria","Genoa","1","0","1"
"2022-04-30","2021/2022","Spezia","Lazio","3","4","2"
"2022-05-01","2021/2022","Juventus","Venezia","2","1","1"
"2022-05-01","2021/2022","Empoli","Torino","1","3","2"
"2022-05-01","2021/2022","Milan","Fiorentina","1","0","1"
"2022-05-01","2021/2022","Udinese","Inter","1","2","2"
"2022-05-01","2021/2022","Roma","Bologna","0","0","X"
"2022-05-02","2021/2022","Atalanta","Salernitana","1","1","X"
"2022-05-05","2021/2022","Salernitana","Venezia","2","1","1"
"2022-05-06","2021/2022","Inter","Empoli","4","2","1"
"2022-05-06","2021/2022","Genoa","Juventus","2","1","1"
"2022-05-07","2021/2022","Torino","Napoli","0","1","2"
"2022-05-07","2021/2022","Sassuolo","Udinese","1","1","X"
"2022-05-07","2021/2022","Lazio","Sampdoria","2","0","1"
"2022-05-08","2021/2022","Spezia","Atalanta","1","3","2"
"2022-05-08","2021/2022","Venezia","Bologna","4","3","1"
"2022-05-08","2021/2022","Salernitana","Cagliari","1","1","X"
"2022-05-08","2021/2022","Verona","Milan","1","3","2"
"2022-05-09","2021/2022","Fiorentina","Roma","2","0","1"
"2022-05-14","2021/2022","Empoli","Salernitana","1","1","X"
"2022-05-14","2021/2022","Udinese","Spezia","2","3","2"
"2022-05-14","2021/2022","Verona","Torino","0","1","2"
"2022-05-14","2021/2022","Roma","Venezia","1","1","X"
"2022-05-15","2021/2022","Bologna","Sassuolo","1","3","2"
"2022-05-15","2021/2022","Napoli","Genoa","3","0","1"
"2022-05-15","2021/2022","Milan","Atalanta","2","0","1"
"2022-05-15","2021/2022","Cagliari","Inter","1","3","2"
"2022-05-16","2021/2022","Sampdoria","Fiorentina","4","1","1"
"2022-05-16","2021/2022","Juventus","Lazio","2","2","X"
"2022-05-20","2021/2022","Torino","Roma","0","3","2"
"2022-05-21","2021/2022","Genoa","Bologna","0","1","2"
"2022-05-21","2021/2022","Atalanta","Empoli","0","1","2"
"2022-05-21","2021/2022","Fiorentina","Juventus","2","0","1"
"2022-05-21","2021/2022","Lazio","Verona","3","3","X"
"2022-05-22","2021/2022","Spezia","Napoli","0","3","2"
"2022-05-22","2021/2022","Inter","Sampdoria","3","0","1"
"2022-05-22","2021/2022","Sassuolo","Milan","0","3","2"
"2022-05-22","2021/2022","Salernitana","Udinese","0","4","2"
"2022-05-22","2021/2022","Venezia","Cagliari","0","0","X"
"2022-08-13","2022/2023","Milan","Udinese","4","2","1"
"2022-08-13","2022/2023","Sampdoria","Atalanta","0","2","2"
"2022-08-13","2022/2023","Lecce","Inter","1","2","2"
"2022-08-13","2022/2023","Monza","Torino","1","2","2"
"2022-08-14","2022/2023","Fiorentina","Cremonese","3","2","1"
"2022-08-14","2022/2023","Lazio","Bologna","2","1","1"
"2022-08-14","2022/2023","Salernitana","Roma","0","1","2"
"2022-08-14","2022/2023","Spezia","Empoli","1","0","1"
"2022-08-15","2022/2023","Verona","Napoli","2","5","2"
"2022-08-15","2022/2023","Juventus","Sassuolo","3","0","1"
"2022-08-20","2022/2023","Torino","Lazio","0","0","X"
"2022-08-20","2022/2023","Udinese","Salernitana","0","0","X"
"2022-08-20","2022/2023","Inter","Spezia","3","0","1"
"2022-08-20","2022/2023","Sassuolo","Lecce","1","0","1"
"2022-08-21","2022/2023","Empoli","Fiorentina","0","0","X"
"2022-08-21","2022/2023","Napoli","Monza","4","0","1"
"2022-08-21","2022/2023","Atalanta","Milan","1","1","X"
"2022-08-21","2022/2023","Bologna","Verona","1","1","X"
"2022-08-22","2022/2023","Roma","Cremonese","1","0","1"
"2022-08-22","2022/2023","Sampdoria","Juventus","0","0","X"
"2022-08-26","2022/2023","Monza","Udinese","1","2","2"
"2022-08-26","2022/2023","Lazio","Inter","3","1","1"
"2022-08-27","2022/2023","Cremonese","Torino","1","2","2"
"2022-08-27","2022/2023","Juventus","Roma","1","1","X"
"2022-08-27","2022/2023","Milan","Bologna","2","0","1"
"2022-08-27","2022/2023","Spezia","Sassuolo","2","2","X"
"2022-08-28","2022/2023","Salernitana","Sampdoria","4","0","1"
"2022-08-28","2022/2023","Verona","Atalanta","0","1","2"
"2022-08-28","2022/2023","Fiorentina","Napoli","0","0","X"
"2022-08-28","2022/2023","Lecce","Empoli","1","1","X"
"2022-08-30","2022/2023","Sassuolo","Milan","0","0","X"
"2022-08-30","2022/2023","Inter","Cremonese","3","1","1"
"2022-08-30","2022/2023","Roma","Monza","3","0","1"
"2022-08-31","2022/2023","Empoli","Verona","1","1","X"
"2022-08-31","2022/2023","Sampdoria","Lazio","1","1","X"
"2022-08-31","2022/2023","Udinese","Fiorentina","1","0","1"
"2022-08-31","2022/2023","Juventus","Spezia","2","0","1"
"2022-08-31","2022/2023","Napoli","Lecce","1","1","X"
"2022-09-01","2022/2023","Atalanta","Torino","3","1","1"
"2022-09-01","2022/2023","Bologna","Salernitana","1","1","X"
"2022-09-03","2022/2023","Fiorentina","Juventus","1","1","X"
"2022-09-03","2022/2023","Milan","Inter","3","2","1"
"2022-09-03","2022/2023","Lazio","Napoli","1","2","2"
"2022-09-04","2022/2023","Cremonese","Sassuolo","0","0","X"
"2022-09-04","2022/2023","Spezia","Bologna","2","2","X"
"2022-09-04","2022/2023","Verona","Sampdoria","2","1","1"
"2022-09-04","2022/2023","Udinese","Roma","4","0","1"
"2022-09-05","2022/2023","Monza","Atalanta","0","2","2"
"2022-09-05","2022/2023","Salernitana","Empoli","2","2","X"
"2022-09-05","2022/2023","Torino","Lecce","1","0","1"
"2022-09-10","2022/2023","Napoli","Spezia","1","0","1"
"2022-09-10","2022/2023","Inter","Torino","1","0","1"
"2022-09-10","2022/2023","Sampdoria","Milan","1","2","2"
"2022-09-11","2022/2023","Atalanta","Cremonese","1","1","X"
"2022-09-11","2022/2023","Bologna","Fiorentina","2","1","1"
"2022-09-11","2022/2023","Lecce","Monza","1","1","X"
"2022-09-11","2022/2023","Sassuolo","Udinese","1","3","2"
"2022-09-11","2022/2023","Lazio","Verona","2","0","1"
"2022-09-11","2022/2023","Juventus","Salernitana","2","2","X"
"2022-09-12","2022/2023","Empoli","Roma","1","2","2"
"2022-09-16","2022/2023","Salernitana","Lecce","1","2","2"
"2022-09-17","2022/2023","Bologna","Empoli","0","1","2"
"2022-09-17","2022/2023","Spezia","Sampdoria","2","1","1"
"2022-09-17","2022/2023","Torino","Sassuolo","0","1","2"
"2022-09-18","2022/2023","Udinese","Inter","3","1","1"
"2022-09-18","2022/2023","Cremonese","Lazio","0","4","2"
"2022-09-18","2022/2023","Fiorentina","Verona","2","0","1"
"2022-09-18","2022/2023","Monza","Juventus","1","0","1"
"2022-09-18","2022/2023","Roma","Atalanta","0","1","2"
"2022-09-18","2022/2023","Milan","Napoli","1","2","2"
"2022-10-01","2022/2023","Napoli","Torino","3","1","1"
"2022-10-01","2022/2023","Inter","Roma","1","2","2"
"2022-10-01","2022/2023","Empoli","Milan","1","3","2"
"2022-10-02","2022/2023","Lazio","Spezia","4","0","1"
"2022-10-02","2022/2023","Lecce","Cremonese","1","1","X"
"2022-10-02","2022/2023","Sampdoria","Monza","0","3","2"
"2022-10-02","2022/2023","Sassuolo","Salernitana","5","0","1"
"2022-10-02","2022/2023","Atalanta","Fiorentina","1","0","1"
"2022-10-02","2022/2023","Juventus","Bologna","3","0","1"
"2022-10-03","2022/2023","Verona","Udinese","1","2","2"
"2022-10-08","2022/2023","Sassuolo","Inter","1","2","2"
"2022-10-08","2022/2023","Milan","Juventus","2","0","1"
"2022-10-08","2022/2023","Bologna","Sampdoria","1","1","X"
"2022-10-09","2022/2023","Torino","Empoli","1","1","X"
"2022-10-09","2022/2023","Monza","Spezia","2","0","1"
"2022-10-09","2022/2023","Salernitana","Verona","2","1","1"
"2022-10-09","2022/2023","Udinese","Atalanta","2","2","X"
"2022-10-09","2022/2023","Cremonese","Napoli","1","4","2"
"2022-10-09","2022/2023","Roma","Lecce","2","1","1"
"2022-10-10","2022/2023","Fiorentina","Lazio","0","4","2"
"2022-10-15","2022/2023","Empoli","Monza","1","0","1"
"2022-10-15","2022/2023","Torino","Juventus","0","1","2"
"2022-10-15","2022/2023","Atalanta","Sassuolo","2","1","1"
"2022-10-16","2022/2023","Inter","Salernitana","2","0","1"
"2022-10-16","2022/2023","Lazio","Udinese","0","0","X"
"2022-10-16","2022/2023","Spezia","Cremonese","2","2","X"
"2022-10-16","2022/2023","Napoli","Bologna","3","2","1"
"2022-10-16","2022/2023","Verona","Milan","1","2","2"
"2022-10-17","2022/2023","Sampdoria","Roma","0","1","2"
"2022-10-17","2022/2023","Lecce","Fiorentina","1","1","X"
"2022-10-21","2022/2023","Juventus","Empoli","4","0","1"
"2022-10-22","2022/2023","Salernitana","Spezia","1","0","1"
"2022-10-22","2022/2023","Milan","Monza","4","1","1"
"2022-10-22","2022/2023","Fiorentina","Inter","3","4","2"
"2022-10-23","2022/2023","Udinese","Torino","1","2","2"
"2022-10-23","2022/2023","Bologna","Lecce","2","0","1"
"2022-10-23","2022/2023","Atalanta","Lazio","0","2","2"
"2022-10-23","2022/2023","Roma","Napoli","0","1","2"
"2022-10-24","2022/2023","Cremonese","Sampdoria","0","1","2"
"2022-10-24","2022/2023","Sassuolo","Verona","2","1","1"
"2022-10-29","2022/2023","Napoli","Sassuolo","4","0","1"
"2022-10-29","2022/2023","Lecce","Juventus","0","1","2"
"2022-10-29","2022/2023","Inter","Sampdoria","3","0","1"
"2022-10-30","2022/2023","Empoli","Atalanta","0","2","2"
"2022-10-30","2022/2023","Cremonese","Udinese","0","0","X"
"2022-10-30","2022/2023","Spezia","Fiorentina","1","2","2"
"2022-10-30","2022/2023","Lazio","Salernitana","1","3","2"
"2022-10-30","2022/2023","Torino","Milan","2","1","1"
"2022-10-31","2022/2023","Verona","Roma","1","3","2"
"2022-10-31","2022/2023","Monza","Bologna","1","2","2"
"2022-11-04","2022/2023","Udinese","Lecce","1","1","X"
"2022-11-05","2022/2023","Empoli","Sassuolo","1","0","1"
"2022-11-05","2022/2023","Salernitana","Cremonese","2","2","X"
"2022-11-05","2022/2023","Atalanta","Napoli","1","2","2"
"2022-11-05","2022/2023","Milan","Spezia","2","1","1"
"2022-11-06","2022/2023","Bologna","Torino","2","1","1"
"2022-11-06","2022/2023","Monza","Verona","2","0","1"
"2022-11-06","2022/2023","Sampdoria","Fiorentina","0","2","2"
"2022-11-06","2022/2023","Roma","Lazio","0","1","2"
"2022-11-06","2022/2023","Juventus","Inter","2","0","1"
"2022-11-08","2022/2023","Napoli","Empoli","2","0","1"
"2022-11-08","2022/2023","Spezia","Udinese","1","1","X"
"2022-11-08","2022/2023","Cremonese","Milan","0","0","X"
"2022-11-09","2022/2023","Lecce","Atalanta","2","1","1"
"2022-11-09","2022/2023","Sassuolo","Roma","1","1","X"
"2022-11-09","2022/2023","Fiorentina","Salernitana","2","1","1"
"2022-11-09","2022/2023","Inter","Bologna","6","1","1"
"2022-11-09","2022/2023","Torino","Sampdoria","2","0","1"
"2022-11-10","2022/2023","Verona","Juventus","0","1","2"
"2022-11-10","2022/2023","Lazio","Monza","1","0","1"
"2022-11-11","2022/2023","Empoli","Cremonese","2","0","1"
"2022-11-12","2022/2023","Napoli","Udinese","3","2","1"
"2022-11-12","2022/2023","Sampdoria","Lecce","0","2","2"
"2022-11-12","2022/2023","Bologna","Sassuolo","3","0","1"
"2022-11-13","2022/2023","Atalanta","Inter","2","3","2"
"2022-11-13","2022/2023","Monza","Salernitana","3","0","1"
"2022-11-13","2022/2023","Roma","Torino","1","1","X"
"2022-11-13","2022/2023","Verona","Spezia","1","2","2"
"2022-11-13","2022/2023","Milan","Fiorentina","2","1","1"
"2022-11-13","2022/2023","Juventus","Lazio","3","0","1"
"2023-01-04","2022/2023","Salernitana","Milan","1","2","2"
"2023-01-04","2022/2023","Sassuolo","Sampdoria","1","2","2"
"2023-01-04","2022/2023","Spezia","Atalanta","2","2","X"
"2023-01-04","2022/2023","Torino","Verona","1","1","X"
"2023-01-04","2022/2023","Lecce","Lazio","2","1","1"
"2023-01-04","2022/2023","Roma","Bologna","1","0","1"
"2023-01-04","2022/2023","Cremonese","Juventus","0","1","2"
"2023-01-04","2022/2023","Fiorentina","Monza","1","1","X"
"2023-01-04","2022/2023","Inter","Napoli","1","0","1"
"2023-01-04","2022/2023","Udinese","Empoli","1","1","X"
"2023-01-07","2022/2023","Fiorentina","Sassuolo","2","1","1"
"2023-01-07","2022/2023","Juventus","Udinese","1","0","1"
"2023-01-07","2022/2023","Monza","Inter","2","2","X"
"2023-01-08","2022/2023","Salernitana","Torino","1","1","X"
"2023-01-08","2022/2023","Lazio","Empoli","2","2","X"
"2023-01-08","2022/2023","Spezia","Lecce","0","0","X"
"2023-01-08","2022/2023","Sampdoria","Napoli","0","2","2"
"2023-01-08","2022/2023","Milan","Roma","2","2","X"
"2023-01-09","2022/2023","Verona","Cremonese","2","0","1"
"2023-01-09","2022/2023","Bologna","Atalanta","1","2","2"
"2023-01-13","2022/2023","Napoli","Juventus","5","1","1"
"2023-01-14","2022/2023","Cremonese","Monza","2","3","2"
"2023-01-14","2022/2023","Lecce","Milan","2","2","X"
"2023-01-14","2022/2023","Inter","Verona","1","0","1"
"2023-01-15","2022/2023","Sassuolo","Lazio","0","2","2"
"2023-01-15","2022/2023","Torino","Spezia","0","1","2"
"2023-01-15","2022/2023","Udinese","Bologna","1","2","2"
"2023-01-15","2022/2023","Atalanta","Salernitana","8","2","1"
"2023-01-15","2022/2023","Roma","Fiorentina","2","0","1"
"2023-01-16","2022/2023","Empoli","Sampdoria","1","0","1"
"2023-01-21","2022/2023","Verona","Lecce","2","0","1"
"2023-01-21","2022/2023","Salernitana","Napoli","0","2","2"
"2023-01-21","2022/2023","Fiorentina","Torino","0","1","2"
"2023-01-22","2022/2023","Sampdoria","Udinese","0","1","2"
"2023-01-22","2022/2023","Monza","Sassuolo","1","1","X"
"2023-01-22","2022/2023","Spezia","Roma","0","2","2"
"2023-01-22","2022/2023","Juventus","Atalanta","3","3","X"
"2023-01-23","2022/2023","Bologna","Cremonese","1","1","X"
"2023-01-23","2022/2023","Inter","Empoli","0","1","2"
