Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,date,home_team,away_team,home_goals,away_goals,result
28/04/2025,Verona,Cagliari,0,2,A,2025-04-28,Verona,Cagliari,0,2,2
02/05/2025,Torino,Venezia,1,1,D,2025-05-02,Torino,Venezia,1,1,X
03/05/2025,Cagliari,Udinese,1,2,A,2025-05-03,Cagliari,Udinese,1,2,2
03/05/2025,Parma,Como,0,1,A,2025-05-03,Parma,Como,0,1,2
03/05/2025,Lecce,Napoli,0,1,A,2025-05-03,Lecce,Napoli,0,1,2
03/05/2025,Inter,Verona,1,0,H,2025-05-03,Inter,Verona,1,0,1
04/05/2025,Empoli,Lazio,0,1,A,2025-05-04,Empoli,Lazio,0,1,2
04/05/2025,Monza,Atalanta,0,4,A,2025-05-04,Monza,Atalanta,0,4,2
04/05/2025,Roma,Fiorentina,1,0,H,2025-05-04,Roma,Fiorentina,1,0,1
04/05/2025,Bologna,Juventus,1,1,D,2025-05-04,Bologna,Juventus,1,1,X
05/05/2025,Genoa,Milan,1,2,A,2025-05-05,Genoa,Milan,1,2,2
09/05/2025,Milan,Bologna,3,1,H,2025-05-09,Milan,Bologna,3,1,1
10/05/2025,Como,Cagliari,3,1,H,2025-05-10,Como,Cagliari,3,1,1
10/05/2025,Lazio,Juventus,1,1,D,2025-05-10,Lazio,Juventus,1,1,X
10/05/2025,Empoli,Parma,2,1,H,2025-05-10,Empoli,Parma,2,1,1
11/05/2025,Udinese,Monza,1,2,A,2025-05-11,Udinese,Monza,1,2,2
11/05/2025,Verona,Lecce,1,1,D,2025-05-11,Verona,Lecce,1,1,X
11/05/2025,Torino,Inter,0,2,A,2025-05-11,Torino,Inter,0,2,2
11/05/2025,Napoli,Genoa,2,2,D,2025-05-11,Napoli,Genoa,2,2,X
12/05/2025,Venezia,Fiorentina,2,1,H,2025-05-12,Venezia,Fiorentina,2,1,1
12/05/2025,Atalanta,Roma,2,1,H,2025-05-12,Atalanta,Roma,2,1,1
17/05/2025,Genoa,Atalanta,2,3,A,2025-05-17,Genoa,Atalanta,2,3,2
18/05/2025,Cagliari,Venezia,3,0,H,2025-05-18,Cagliari,Venezia,3,0,1
18/05/2025,Fiorentina,Bologna,3,2,H,2025-05-18,Fiorentina,Bologna,3,2,1
18/05/2025,Inter,Lazio,2,2,D,2025-05-18,Inter,Lazio,2,2,X
18/05/2025,Juventus,Udinese,2,0,H,2025-05-18,Juventus,Udinese,2,0,1
18/05/2025,Lecce,Torino,1,0,H,2025-05-18,Lecce,Torino,1,0,1
18/05/2025,Monza,Empoli,1,3,A,2025-05-18,Monza,Empoli,1,3,2
18/05/2025,Parma,Napoli,0,0,D,2025-05-18,Parma,Napoli,0,0,X
18/05/2025,Roma,Milan,3,1,H,2025-05-18,Roma,Milan,3,1,1
18/05/2025,Verona,Como,1,1,D,2025-05-18,Verona,Como,1,1,X
23/05/2025,Como,Inter,0,2,A,2025-05-23,Como,Inter,0,2,2
23/05/2025,Napoli,Cagliari,2,0,H,2025-05-23,Napoli,Cagliari,2,0,1
24/05/2025,Bologna,Genoa,1,3,A,2025-05-24,Bologna,Genoa,1,3,2
24/05/2025,Milan,Monza,2,0,H,2025-05-24,Milan,Monza,2,0,1
25/05/2025,Atalanta,Parma,2,3,A,2025-05-25,Atalanta,Parma,2,3,2
25/05/2025,Empoli,Verona,1,2,A,2025-05-25,Empoli,Verona,1,2,2
25/05/2025,Lazio,Lecce,0,1,A,2025-05-25,Lazio,Lecce,0,1,2
25/05/2025,Torino,Roma,0,2,A,2025-05-25,Torino,Roma,0,2,2
25/05/2025,Udinese,Fiorentina,2,3,A,2025-05-25,Udinese,Fiorentina,2,3,2
25/05/2025,Venezia,Juventus,2,3,A,2025-05-25,Venezia,Juventus,2,3,2
